readoutName,channelName,imageType,imageRegExp,bitNumber,imagingRound,color,frame,zPos,fiducialImageType,fiducialRegExp,fiducialImagingRound,fiducialFrame,fiducialColor
RS0343,bit11,hal-config-9hybs-750z7-647z7-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),11,5,650,"[7,8,9,10,11,12,13]","[9,7.5,6,4.5,3,1.5,0]",hal-config-9hybs-750z7-647z7-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),5,14,561
RS0384,bit12,hal-config-9hybs-750z7-647z7-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),12,5,750,"[0,1,2,3,4,5,6]","[0,1.5,3,4.5,6,7.5,9]",hal-config-9hybs-750z7-647z7-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),5,14,561
RS0406,bit13,hal-config-9hybs-750z7-647z7-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),13,6,650,"[7,8,9,10,11,12,13]","[9,7.5,6,4.5,3,1.5,0]",hal-config-9hybs-750z7-647z7-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),6,14,561
RS0451,bit14,hal-config-9hybs-750z7-647z7-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),14,6,750,"[0,1,2,3,4,5,6]","[0,1.5,3,4.5,6,7.5,9]",hal-config-9hybs-750z7-647z7-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),6,14,561
RS0468,bit15,hal-config-9hybs-750z7-647z7-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),15,7,750,"[0,1,2,3,4,5,6]","[0,1.5,3,4.5,6,7.5,9]",hal-config-9hybs-750z7-647z7-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),7,14,561
RS0548,bit16,hal-config-9hybs-750z7-647z7-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),16,7,650,"[7,8,9,10,11,12,13]","[9,7.5,6,4.5,3,1.5,0]",hal-config-9hybs-750z7-647z7-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),7,14,561
RS0578,bit17,hal-config-9hybs-750z7-647z7-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),17,8,650,"[7,8,9,10,11,12,13]","[9,7.5,6,4.5,3,1.5,0]",hal-config-9hybs-750z7-647z7-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),8,14,561
RS0584,bit18,hal-config-9hybs-750z7-647z7-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),18,8,750,"[0,1,2,3,4,5,6]","[0,1.5,3,4.5,6,7.5,9]",hal-config-9hybs-750z7-647z7-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),8,14,561
RS0639,bit19,hal-config-9hybs-750z7-647z7-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),19,9,650,"[7,8,9,10,11,12,13]","[9,7.5,6,4.5,3,1.5,0]",hal-config-9hybs-750z7-647z7-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),9,14,561
RS0707,bit20,hal-config-9hybs-750z7-647z7-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),20,9,750,"[0,1,2,3,4,5,6]","[0,1.5,3,4.5,6,7.5,9]",hal-config-9hybs-750z7-647z7-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),9,14,561
RS0708,Sst,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),21,0,750,"[0,0,0,0,0,0,0]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),0,2,561
RS0730,Npy,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),22,0,650,"[1,1,1,1,1,1,1]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),0,2,561
RS0763,C1qa,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),23,1,650,"[1,1,1,1,1,1,1]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),1,2,561
RS0793,Penk,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),24,1,750,"[0,0,0,0,0,0,0]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),1,2,561
RS0805,Pcp4,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),25,2,650,"[1,1,1,1,1,1,1]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),2,2,561
RS0820,Cldn11,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),26,2,750,"[0,0,0,0,0,0,0]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),2,2,561
RS0896,Aldoc,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),27,3,650,"[1,1,1,1,1,1,1]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),3,2,561
RS0967,Fos,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),28,3,750,"[0,0,0,0,0,0,0]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),3,2,561
RS0994,C1qc,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),29,4,650,"[1,1,1,1,1,1,1]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),4,2,561
RS0996,Stmn1,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),30,4,750,"[0,0,0,0,0,0,0]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),4,2,561
RS1040,Mobp,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),31,5,650,"[1,1,1,1,1,1,1]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),5,2,561
RS1047,Ly6c1,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),32,5,750,"[0,0,0,0,0,0,0]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),5,2,561
RS1199,Tac1,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),33,6,650,"[1,1,1,1,1,1,1]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),6,2,561
RS1261,Nnat,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),34,6,750,"[0,0,0,0,0,0,0]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),6,2,561
RS1312,Arpp21,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),35,7,650,"[1,1,1,1,1,1,1]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),7,2,561
RS1316,Crym,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),36,7,750,"[0,0,0,0,0,0,0]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),7,2,561
RS1326,Arpp19,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),37,8,650,"[1,1,1,1,1,1,1]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),8,2,561
RS1334,Scg2,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),38,8,750,"[0,0,0,0,0,0,0]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),8,2,561
RS1404,Ppp3ca,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),39,9,650,"[1,1,1,1,1,1,1]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),9,2,561
RS1470,Cartpt,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),40,9,750,"[0,0,0,0,0,0,0]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),9,2,561
RS1496,Ncdn,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),41,10,650,"[1,1,1,1,1,1,1]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),10,2,561
RS1520,Snap25,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),42,10,750,"[0,0,0,0,0,0,0]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),10,2,561
RS3505,A230065H16Rik,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),81,11,650,"[1,1,1,1,1,1,1]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),11,2,561
RS3544,Cox5a,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),82,11,750,"[0,0,0,0,0,0,0]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),11,2,561
RS3583,Cox6a2,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),83,12,650,"[1,1,1,1,1,1,1]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),12,2,561
RS3592,Cck,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),84,12,750,"[0,0,0,0,0,0,0]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),12,2,561
RS3602,Rasgrp2,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),85,13,650,"[1,1,1,1,1,1,1]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),13,2,561
RS3791,Chchd10,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),86,13,750,"[0,0,0,0,0,0,0]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),13,2,561
RS3811,Tac2,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),87,14,650,"[1,1,1,1,1,1,1]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),14,2,561
RS3881,Crabp1,hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),88,14,750,"[0,0,0,0,0,0,0]","[0,1.5,3,4.5,6,7.5,9]",hal-config-15hybs-750z1-647z1-560z1,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+)_(?P<imagingRound>[0-9]+),14,2,561
polyT,polyT,hal-config-1hybs-750z1-647z1-560z1-488z7-405z7,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+),48,-1,488,"[3,4,5,6,7,8,9]","[0,1.5,3,4.5,6,7.5,9]",hal-config-1hybs-750z1-647z1-560z1-488z7-405z7,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+),-1,2,561
DAPI,DAPI,hal-config-1hybs-750z1-647z1-560z1-488z7-405z7,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+),47,-1,405,"[10,11,12,13,14,15,16]","[9,7.5,6,4.5,3,1.5,0]",hal-config-1hybs-750z1-647z1-560z1-488z7-405z7,(?P<imageType>[\w|-]+)_(?P<fov>[0-9]+),-1,2,561
